Region,Subregion,Country,Drug Type,Source,Notes,Year,Lifetime,Past Month,Past Year
Europe,South-Eastern Europe,Bosnia and Herzegovina,Cannabis,ARQ,Resin,2012,0.2,,
Europe,South-Eastern Europe,Bulgaria,Cannabis,ARQ,-,2008,26,9.4,17
Europe,South-Eastern Europe,Bulgaria,Cannabis,ARQ,Resin,2008,11.4,3.7,6.8
Europe,South-Eastern Europe,Bulgaria,Cannabis,ARQ,Herb,2008,24.5,8.7,15.7
Europe,South-Eastern Europe,Bulgaria,Cannabis,ESPAD,-,2011,25.6,11.3,20.5
Europe,South-Eastern Europe,Bulgaria,Cannabis,ARQ,-,2013,26.2,11.1,19.6
Europe,South-Eastern Europe,Bulgaria,Cannabis,ARQ,Herb,2013,25.5,10.8,19
Europe,South-Eastern Europe,Bulgaria,Cannabis,ARQ,Resin,2013,8.1,3.3,6
Europe,South-Eastern Europe,Bulgaria,Cannabis,ARQ \ ESPAD,-,2015,26.9,12.2,21.4
Europe,South-Eastern Europe,Croatia,Cannabis,ARQ,-,2007,18.3,,13.4
Europe,South-Eastern Europe,Croatia,Cannabis,ARQ,Herb,2010,13.4,5.5,10.2
Europe,South-Eastern Europe,Croatia,Cannabis,ESPAD,-,2015,21,8,
Europe,South-Eastern Europe,Montenegro,Cannabis,ESPAD,-,2011,5.5,2.8,3.9
Europe,South-Eastern Europe,Montenegro,Cannabis,ESPAD,-,2008,4,1.6,2.4
Europe,South-Eastern Europe,Montenegro,Cannabis,ARQ,-,2015,8,3,6
Europe,South-Eastern Europe,North Macedonia,Cannabis,ESPAD,-,2008,5.5,2.2,4.3
Europe,South-Eastern Europe,North Macedonia,Cannabis,HBSC,-,2010,2.75,1.77,2.31
Europe,South-Eastern Europe,North Macedonia,Cannabis,ESPAD,-,2015,5,2,
Europe,South-Eastern Europe,North Macedonia,Cannabis,ARQ,-,2015,5,2.2,3.9
Europe,South-Eastern Europe,North Macedonia,Cannabis,ARQ,Herb,2015,,,3.5
Europe,South-Eastern Europe,Romania,Cannabis,ESPAD,-,2007,3.5,,1.9
Europe,South-Eastern Europe,Romania,Cannabis,ARQ,-,2011,7.1,2.2,5.5
Europe,South-Eastern Europe,Romania,Cannabis,ARQ,-,2015,8.1,2.9,6.1
Europe,South-Eastern Europe,Serbia,Cannabis,ARQ,-,2008,6.7,,4.9
Europe,South-Eastern Europe,Serbia,Cannabis,ESPAD,-,2011,6.7,2.6,5
Europe,South-Eastern Europe,Turkey,Cannabis,ARQ,-,2003,4.3,,3.31
Europe,Western and Central Europe,Andorra,Cannabis,ARQ,-,2008,,8.4,
Europe,Western and Central Europe,Andorra,Cannabis,ARQ,-,2014,28.1,9.9,13.2
Europe,Western and Central Europe,Austria,Cannabis,ESPAD,-,2007,18,6.7,
Europe,Western and Central Europe,Austria,Cannabis,ARQ,-,2007,19,7,15
Europe,Western and Central Europe,Austria,Cannabis,ARQ / ESPAD,-,2015,19.9,9,16
Europe,Western and Central Europe,Belgium,Cannabis,ARQ,-,2010,24.04,9.22,15.36
Europe,Western and Central Europe,Belgium,Cannabis,ARQ,-,2011,21.5,12,15
Europe,Western and Central Europe,Belgium,Cannabis,ARQ,-,2012,20.9,11.2,13.6
Europe,Western and Central Europe,Belgium,Cannabis,ARQ,Flemish part,2012,21.2,11,13.7
Europe,Western and Central Europe,Belgium,Cannabis,ARQ,Flemish part,2013,17.5,6.3,13.7
Europe,Western and Central Europe,Belgium,Cannabis,ARQ,Flemish part,2014,15.3,4.6,11.3
Europe,Western and Central Europe,Belgium,Cannabis,ESPAD,Flemish part,2014,16,8,11
Europe,Western and Central Europe,Belgium,Cannabis,ESPAD,Flemish part,2015,17,8,
Europe,Western and Central Europe,Belgium,Cannabis,ARQ / ESPAD,Flemish part,2016,17.9,6.3,13.5
Europe,Western and Central Europe,Belgium,Cannabis,ARQ / ESPAD,Flemish part,2016,14.6,5.2,10.8
Europe,Western and Central Europe,Belgium,Cannabis,ARQ,Other types of cannabis,2017,17.9,6.3,13.5
Europe,Western and Central Europe,Cyprus,Cannabis,ESPAD,-,2007,5,,
Europe,Western and Central Europe,Cyprus,Cannabis,ARQ,-,2007,5,3,4
Europe,Western and Central Europe,Cyprus,Cannabis,ESPAD,-,2011,7,5,7
Europe,Western and Central Europe,Cyprus,Cannabis,ARQ,-,2012,10.9,2,4.3
Europe,Western and Central Europe,Cyprus,Cannabis,ESPAD,-,2015,7,5,
Europe,Western and Central Europe,Cyprus,Cannabis,ESPAD,-,2016,17.2,2.2,2.2
Europe,Western and Central Europe,Czechia,Cannabis,ARQ./ ESPAD,-,2007,45.1,,35.4
Europe,Western and Central Europe,Czechia,Cannabis,ARQ,-,2007,45.1,18.1,34.8
Europe,Western and Central Europe,Czechia,Cannabis,ARQ,-,2011,42.3,14.6,29.7
Europe,Western and Central Europe,Czechia,Cannabis,ARQ,Male,2014,24,8,
Europe,Western and Central Europe,Czechia,Cannabis,ARQ,Female,2014,24,10,
Europe,Western and Central Europe,Czechia,Cannabis,ARQ / ESPAD,-,2015,36.8,12.8,27
Europe,Western and Central Europe,Czechia,Cannabis,ARQ / ESPAD,-,2016,32,10.2,23.9
Europe,Western and Central Europe,Denmark,Cannabis,ARQ,-,2007,25.5,,
Europe,Western and Central Europe,Denmark,Cannabis,ARQ / ESPAD,-,2011,18.1,6.2,
Europe,Western and Central Europe,Denmark,Cannabis,ARQ / ESPAD,-,2015,12.4,4.9,
Europe,Western and Central Europe,Estonia,Cannabis,ARQ,-,2007,26.2,6.2,19.2
Europe,Western and Central Europe,Estonia,Cannabis,HBSC,-,2010,14.3,2.66,8.7
Europe,Western and Central Europe,Estonia,Cannabis,ARQ,-,2011,24.2,,
Europe,Western and Central Europe,Estonia,Cannabis,ESPAD,-,2015,25,8,
Europe,Western and Central Europe,Estonia,Cannabis,ARQ,-,2013,15,,
Europe,Western and Central Europe,Estonia,Cannabis,ARQ / ESPAD,-,2015,25,,
Europe,Western and Central Europe,Faroe Islands,Cannabis,ESPAD,-,2007,6,,
Europe,Western and Central Europe,Faroe Islands,Cannabis,ESPAD,-,2015,6,1,
Europe,Western and Central Europe,Finland,Cannabis,ARQ,-,2007,8,2,6
Europe,Western and Central Europe,Finland,Cannabis,ARQ,-,2011,11,3,9
Europe,Western and Central Europe,Finland,Cannabis,ARQ,-,2013,0.708333333,,
Europe,Western and Central Europe,Finland,Cannabis,ARQ,Herb,2013,8,,
Europe,Western and Central Europe,Finland,Cannabis,ARQ,Resin,2013,5.5,,
Europe,Western and Central Europe,Finland,Cannabis,ARQ (ESPAD),-,2015,8,2,7
Europe,Western and Central Europe,France,Cannabis,ESPAD,-,2007,31,,
Europe,Western and Central Europe,France,Cannabis,ARQ,-,2011,41.5,6.5,34.6
Europe,Western and Central Europe,France,Cannabis,ARQ,Urban areas (excluding overseas departments),2014,47.8,25.5,38.2
Europe,Western and Central Europe,France,Cannabis,ESPAD,-,2015,31,17,
Europe,Western and Central Europe,France,Cannabis,ARQ,-,2017,39.1,21,31.3
Europe,Western and Central Europe,Germany,Cannabis,ARQ,Select regions,2007,25.2,,17.2
Europe,Western and Central Europe,Germany,Cannabis,Die Drogenaffinität Jugendlicher in der Bundesrepublik Deutschland 2008.,-,2008,28.3,3.7,9.6
Europe,Western and Central Europe,Germany,Cannabis,ARQ/ESPAD,Select regions,2011,22.2,,
Europe,Western and Central Europe,Germany,Cannabis,ARQ,-,2011,6.7,1.9,4.6
Europe,Western and Central Europe,Germany,Cannabis,ARQ / DAS Data,-,2015,8.7,3.4,6.9
Europe,Western and Central Europe,Gibraltar,Cannabis,ARQ,-,2008,,,13.2
Europe,Western and Central Europe,Gibraltar,Cannabis,ARQ,-,2019,,2.36,3.54
Europe,Western and Central Europe,Greece,Cannabis,ARQ,-,2010,7.2,4.1,6.3
Europe,Western and Central Europe,Greece,Cannabis,ARQ,-,2011,8.4,4,6.9
Europe,Western and Central Europe,Greece,Cannabis,ESPAD,-,2015,9.08,4.15,7.44
Europe,Western and Central Europe,Greece,Cannabis,ARQ,Other types of cannabis,2015,2.51,,
Europe,Western and Central Europe,Hungary,Cannabis,ESPAD,-,2007,5.3,,
Europe,Western and Central Europe,Hungary,Cannabis,ESPAD,-,2015,18.6,5.7,12.5
Europe,Western and Central Europe,Iceland,Cannabis,ESPAD,-,2007,9,,
Europe,Western and Central Europe,Iceland,Cannabis,HBSC,-,2010,8.75,3.64,6.9
Europe,Western and Central Europe,Iceland,Cannabis,ARQ,-,2011,4,4,
Europe,Western and Central Europe,Iceland,Cannabis,ESPAD,-,2015,7,2,
Europe,Western and Central Europe,Iceland,Cannabis,ARQ,Resin,2017,1.3,,
Europe,Western and Central Europe,Iceland,Cannabis,ARQ,Herb,2017,3.4,,
Europe,Western and Central Europe,Ireland,Cannabis,ESPAD,-,2007,20,,
Europe,Western and Central Europe,Ireland,Cannabis,ARQ,-,2011,18,7,14
Europe,Western and Central Europe,Ireland,Cannabis,ARQ,-,2014,,8.17,13.5
Europe,Western and Central Europe,Ireland,Cannabis,ARQ / ESPAD,-,2015,19,9.8,16.8
Europe,Western and Central Europe,Italy,Cannabis,ARQ,-,2010,12.3,7.2,10.8
Europe,Western and Central Europe,Italy,Cannabis,ARQ,-,2012,12.55,7.66,11.1
Europe,Western and Central Europe,Italy,Cannabis,ARQ,-,2013,14.41,9.39,13.2
Europe,Western and Central Europe,Italy,Cannabis,ARQ,Male,2014,29,16.1,24.5
Europe,Western and Central Europe,Italy,Cannabis,ARQ,Female,2014,21,10.3,17.2
Europe,Western and Central Europe,Italy,Cannabis,ARQ,-,2015,33.1,16.6,26.5
Europe,Western and Central Europe,Italy,Cannabis,ARQ,-,2016,32.42,16.15,25.79
Europe,Western and Central Europe,Italy,Cannabis,ARQ,-,2018,33.18,15.29,25.54
Europe,Western and Central Europe,Italy,Cannabis,ARQ,Spice,2018,8.55,2.04,5.34
Europe,Western and Central Europe,Latvia,Cannabis,ARQ,Riga City,2010,22.7,7.9,15.8
Europe,Western and Central Europe,Latvia,Cannabis,ESPAD,-,2011,24.5,6.3,16.4
Europe,Western and Central Europe,Latvia,Cannabis,ARQ,-,2013,21.34,5.77,14.24
Europe,Western and Central Europe,Latvia,Cannabis,ARQ,-,2015,16.6,4.2,10.8
Europe,Western and Central Europe,Liechtenstein,Cannabis,ARQ,-,2005,16.2,,11.2
Europe,Western and Central Europe,Liechtenstein,Cannabis,ARQ,-,2005,24.4,,16.2
Europe,Western and Central Europe,Liechtenstein,Cannabis,ARQ,-,2011,21,8,16
Europe,Western and Central Europe,Liechtenstein,Cannabis,ARQ,-,2015,30.8,11.6,26.2
Europe,Western and Central Europe,Lithuania,Cannabis,ESPAD,-,2007,18.2,4.7,11.7
Europe,Western and Central Europe,Lithuania,Cannabis,ARQ,-,2011,19.6,4.8,12.5
Europe,Western and Central Europe,Lithuania,Cannabis,ARQ,Herb,2015,18.7,4.3,11.3
Europe,Western and Central Europe,Lithuania,Cannabis,ARQ,Resin,2015,4,,
Europe,Western and Central Europe,Luxembourg,Cannabis,ARQ,-,1999,27.4,,22.4
Europe,Western and Central Europe,Luxembourg,Cannabis,National Drug Report 2017,-,1999,24.3,,20.6
Europe,Western and Central Europe,Luxembourg,Cannabis,National Drug Report 2017,-,1999,27.7,,
Europe,Western and Central Europe,Luxembourg,Cannabis,National Drug Report 2017,-,1999,10.5,,
Europe,Western and Central Europe,Luxembourg,Cannabis,National Drug Report 2017,-,2006,19.15,7.27,13.81
Europe,Western and Central Europe,Luxembourg,Cannabis,ARQ,-,2010,15.5,6.3,12.1
Europe,Western and Central Europe,Luxembourg,Cannabis,HBSC,-,2010,8.49,4.19,6.75
Europe,Western and Central Europe,Luxembourg,Cannabis,National Drug Report 2017,-,2010,20.5,,
Europe,Western and Central Europe,Luxembourg,Cannabis,National Drug Report 2017,-,2010,5.6,,
Europe,Western and Central Europe,Luxembourg,Cannabis,National Drug Report 2017,-,2015,16.4,4.7,11.1
Europe,Western and Central Europe,Malta,Cannabis,ARQ,-,2007,12.9,5.3,10.6
Europe,Western and Central Europe,Malta,Cannabis,ESPAD,-,2011,9.8,4,8
Europe,Western and Central Europe,Malta,Cannabis,ARQ / ESPAD,-,2015,12.6,5.4,10.4
Europe,Western and Central Europe,Monaco,Cannabis,ESPAD,-,2007,28,,
Europe,Western and Central Europe,Monaco,Cannabis,ESPAD,-,2015,31,12,
Europe,Western and Central Europe,Netherlands,Cannabis,ESPAD,-,2007,28,,15
Europe,Western and Central Europe,Netherlands,Cannabis,ARQ,-,2007,11.8,5.3,9.3
Europe,Western and Central Europe,Netherlands,Cannabis,ARQ,-,2010,17.4,7.7,
Europe,Western and Central Europe,Netherlands,Cannabis,ARQ,-,2014,9.2,4.6,7.9
Europe,Western and Central Europe,Netherlands,Cannabis,ESPAD,-,2015,22,12,
Europe,Western and Central Europe,Netherlands,Cannabis,ARQ / ESPAD,-,2015,9.7,4.9,8.2
Europe,Western and Central Europe,Norway,Cannabis,ESPAD,-,2007,6,,6
Europe,Western and Central Europe,Norway,Cannabis,ESPAD,-,2011,5,2,4
Europe,Western and Central Europe,Norway,Cannabis,ESPAD,-,2015,7,2,5
Europe,Western and Central Europe,Poland,Cannabis,ARQ,-,2010,36,8,18
Europe,Western and Central Europe,Poland,Cannabis,ARQ,-,2012,24.3,10.5,20.1
Europe,Western and Central Europe,Poland,Cannabis,ARQ,-,2013,40.2,9,23.4
Europe,Western and Central Europe,Poland,Cannabis,ESPAD,-,2015,24,9,
Europe,Western and Central Europe,Poland,Cannabis,ARQ,-,2016,42,9.9,21
Europe,Western and Central Europe,Poland,Cannabis,ARQ,-,2018,37.5,9.3,20.2
Europe,Western and Central Europe,Portugal,Cannabis,ESPAD,-,2007,13,6,10
Europe,Western and Central Europe,Portugal,Cannabis,ESPAD,-,2011,16,9,16
Europe,Western and Central Europe,Portugal,Cannabis,ARQ,-,2015,15,8,13
Europe,Western and Central Europe,Slovakia,Cannabis,ARQ,-,2010,18.8,6.1,14.3
Europe,Western and Central Europe,Slovakia,Cannabis,ARQ,-,2015,38.5,11.9,25.7
Europe,Western and Central Europe,Slovakia,Cannabis,ARQ,-,2018,18.3,,
Europe,Western and Central Europe,Slovenia,Cannabis,ESPAD,-,2007,24,,17.6
Europe,Western and Central Europe,Slovenia,Cannabis,ARQ,-,2007,22,9.5,17.6
Europe,Western and Central Europe,Slovenia,Cannabis,ARQ,-,2011,23,10,19
Europe,Western and Central Europe,Slovenia,Cannabis,ESPAD,-,2015,25,12,
Europe,Western and Central Europe,Spain,Cannabis,ARQ,-,2010,33,17.2,26.4
Europe,Western and Central Europe,Spain,Cannabis,ARQ,-,2012,33.6,16.1,26.6
Europe,Western and Central Europe,Spain,Cannabis,ARQ,-,2014,29.1,18.6,25.4
Europe,Western and Central Europe,Spain,Cannabis, ARQ,-,2016,31.1,18.3,26.3
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,-,2009,7,,5
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,Male,2014,7.4,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,Female,2014,5.9,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,"Herb, male",2014,6.7,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,"Herb, female",2014,4.8,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,"Resin, male",2014,4.7,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,"Resin, female",2014,3.7,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,Male,2015,7.1,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,Female,2015,4,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,"Herb, male",2015,6.6,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,"Herb, female",2015,3.5,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,"Resin, male",2015,4.5,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,"Resin, female",2015,2.7,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,-,2016,4.7,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,-,2018,6.45,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,Herb,2018,4.9,,
Europe,Western and Central Europe,Sweden,Cannabis,ARQ,Resin,2018,5.01,,
Europe,Western and Central Europe,Spain,Cannabis,HBSC,-,2010,25.79,12.19,21.07
Europe,Western and Central Europe,Switzerland,Cannabis,ARQ,Male,2014,30,14.2,
Europe,Western and Central Europe,Switzerland,Cannabis,ARQ,Female,2014,19.2,10.2,
Europe,Western and Central Europe,Switzerland,Cannabis,"Addiction Monitoring in Switzerland, July 2017",-,2016,29.5,9.4,20.8
Europe,Western and Central Europe,Switzerland,Cannabis,ESPAD,-,2007,33,,
Europe,Western and Central Europe,United Kingdom (England),Cannabis,ARQ,-,2010,24.3,11.3,21.2
Europe,Western and Central Europe,United Kingdom (England),Cannabis,ARQ,-,2011,21.1,10.1,18.8
Europe,Western and Central Europe,United Kingdom (England),Cannabis,ARQ,-,2012,22.5,10.2,18.6
Europe,Western and Central Europe,United Kingdom (England),Cannabis,ARQ,-,2013,21.9,10.7,18.7
Europe,Western and Central Europe,United Kingdom (England),Cannabis,ARQ,-,2014,18.7,9.7,15.8
Europe,Western and Central Europe,United Kingdom (England),Cannabis,Government,-,2016,22.1,10.5,18.5
Europe,Western and Central Europe,United Kingdom (Scotland),Cannabis,Government,-,2013,17,9,15
Europe,Western and Central Europe,United Kingdom (Scotland),Cannabis,Government,-,2015,16.5,9.5,14.7
Europe,Western and Central Europe,United Kingdom (Wales),Cannabis,HBSC,-,2010,21.58,10.06,18.77
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government 1996,-,1996,39.1,16.1,25.83876189
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government 1998,-,1998,45.4,18,28.19272545
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government  2000,-,2000,46.2,17.4,27.01243032
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government  2001/2002,-,2001,44.5,17.6,27.33382692
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government  2002/2003,-,2002,43.6,16.6,26.21215292
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government  2003/2004,-,2003,42.2,15.8,25.31991101
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government 2004/2005,-,2004,41.1,14.1,23.63990235
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government 2005/2006,-,2005,40.1,13,21.44768672
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government 2006/2007,-,2006,39.7,11.93782796,20.94721757
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government 2007/2008,-,2007,36.9,9.72622577,17.94381662
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government  2008/2009,-,2008,36.8,10.26669963,18.58597834
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government 2009/2010,-,2009,34.5,9.13744269,16.03968529
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government  2010/2011,-,2010,34.3,8.98763353,17.09804375
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government  2011/2012,-,2011,32.3,9.3,15.66707749
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government  2012/2013,-,2012,30.8,,13.5295034
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government 2013/2014,-,2013,30.8,,15.07469024
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government 2014/2015,-,2014,30.9,8.45280553,16.35273651
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government 2015/2016,-,2015,30.2,7.71160564,15.7
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government 2016/2017,-,2016,31.3,7.5,16.44152103
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government 2017/2018,-,2017,30.8,7.3,16.7
Europe,Western and Central Europe,United Kingdom (England and Wales),Cannabis,Government 2018/2019,-,2018,30.3,9.5,17.3
Oceania,Australia and New Zealand,Australia,Cannabis,ARQ,-,2007,9.3,,6.8
Oceania,Australia and New Zealand,Australia,Cannabis,ARQ,-,2010,21.5,7.8,15.7
Oceania,Australia and New Zealand,Australia,Cannabis,ARQ,-,2013,18,7.6,14.8
Oceania,Australia and New Zealand,Australia,Cannabis,ARQ,-,2013,18,7.6,
Oceania,Australia and New Zealand,Australia,Cannabis,ARQ,-,2016,16.6,,12.2
Oceania,Australia and New Zealand,Australia,Cannabis,ARQ,Other types of cannabis,2016,1.4,,0.5
Oceania,Australia and New Zealand,Australia,Cannabis,ARQ,-,2017,17,8,15
Oceania,Australia and New Zealand,Australia,Cannabis,ARQ,Other types of cannabis,2017,2,,
Oceania,Australia and New Zealand,New Zealand,Cannabis,New Zealand Health Survey,-,2011,,,14.9
Oceania,Australia and New Zealand,New Zealand,Cannabis,New Zealand Health Survey,-,2012,,,19.2
Oceania,Australia and New Zealand,New Zealand,Cannabis,New Zealand Health Survey,-,2013,,,21.4
Oceania,Australia and New Zealand,New Zealand,Cannabis,New Zealand Health Survey,-,2014,,,21.2
Oceania,Australia and New Zealand,New Zealand,Cannabis,New Zealand Health Survey,-,2015,,,24.6
Oceania,Australia and New Zealand,New Zealand,Cannabis,New Zealand Health Survey,-,2016,,,22.2
Oceania,Australia and New Zealand,New Zealand,Cannabis,New Zealand Health Survey,-,2017,,,24.2
Oceania,Australia and New Zealand,New Zealand,Cannabis,Govt,Household survey,2013,,,23.7
Oceania,Australia and New Zealand,New Zealand,Cannabis,Govt.,Household survey,2008,37.3,,24.8
Oceania,Australia and New Zealand,New Zealand,Cannabis,ARQ,Herb,2007,27,,
Oceania,Melanesia,Fiji,Cannabis,Govt.,-,2004,13,,
Oceania,Melanesia,Vanuatu,Cannabis,UNICEF,-,2000,5.6,,
Oceania,Micronesia,Guam,Cannabis,Govt.,Youth Risk Behavior Survey,2007,45.5,23.3,
Oceania,Micronesia,Marshall Islands,Cannabis,Govt.,Youth Risk Behavior Survey,2007,13.9,8.5,
Oceania,Micronesia,Micronesia (Federated States of),Cannabis,UNICEF,-,2001,1.4,,
Oceania,Micronesia,Northern Mariana Islands,Cannabis,Govt.,Youth Risk Behavior Survey,2007,54.9,31.9,
Oceania,Micronesia,Palau,Cannabis,Govt.,Youth Risk Behavior Survey,2007,59.8,38.5,
Oceania,Micronesia,Palau,Cannabis,Youth Risk Behavior Survey,-,2011,64.2,,
Oceania,Polynesia,American Samoa,Cannabis,Govt.,Youth Risk Behavior Survey,2007,17.6,10.2,
